name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
parse-ssh-host-key,dev,"Parses an SSH public/host key (ssh-rsa, ecdsa, ed25519) and reports its type, bit length, and SHA-256/MD5 fingerprints.",What's the fingerprint of this ssh-ed25519 key?,M,plain Rust→WASM via the ssh-key crate; pure parsing and hashing done entirely client-side.,2,v2,,2.0,Confirming an SSH host-key fingerprint before trusting it is a common security check that deserves a quick local tool.,cyberchef,npm=0;wiki=0;stack=0;github=11,2,3,2,1,yes,found crate:ssh-key
prime-factorizer,math,Finds the prime factorization of an integer and tests whether a number is prime.,Factorize 360 into primes,S,plain Rust→WASM — trial division and Miller-Rabin run locally with no network.,2,v2,,2.0,Fits the Math demand category; useful for education and cryptography prep.,it-tools,npm=0;wiki=0;stack=0;github=0,1,2,2,3,unknown,no crate/model referenced
prng-generator,utility,"Generates reproducible pseudo-random numbers, bytes, or strings from a seed using selectable algorithms (LCG, xorshift, Mersenne Twister, ChaCha).",Generate 10 reproducible random integers 0-99 from seed 42 using a Mersenne Twister,S,plain Rust→WASM — seeded PRNG state advances deterministically on-device with no entropy source needed.,2,v2,,2.0,"Reproducible seeded randomness is handy for testing and simulations, and existing web generators aren't deterministic or private.",cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,1,unknown,no crate/model referenced
psu-wattage-calculator,utility,"Estimates required power-supply wattage and headroom from selected CPU, GPU, and component counts.",what psu wattage do I need for a Ryzen 7 and an RTX 4070?,M,"plain Rust→WASM summation over an embedded component-TDP table, browser-local.",2,v2,,2.0,"Captures ChooseMyPC's most actionable, data-light feature (live parts pricing stays server-bound and is excluded).",awesome,npm=0;wiki=0;stack=0;github=0,2,2,1,3,unknown,no crate/model referenced
punycode-codec,web,Converts internationalized domain labels to and from Punycode (xn-- ASCII form).,convert münchen.de to punycode,S,plain Rust→WASM — the `idna`/punycode algorithm is pure integer/string math.,2,v2,,2.0,"Punycode conversion is needed to debug IDN domains, phishing look-alikes, and certificate/email validation.",cyberchef,npm=0;wiki=0;stack=0;github=2,2,2,3,1,unknown,no crate/model referenced
relative-time-humanize,data,Renders a timestamp or date as a relative phrase like '3 days ago' or 'in 5 hours' measured against now.,how long ago was 2026-06-01,S,plain Rust→WASM delta plus formatting over the current epoch passed by the JS host; no network.,2,v2,,2.0,Ubiquitous UI and conversational string need that reuses the delta primitive with a friendly output.,cyberchef,npm=0;wiki=0;stack=0;github=1,2,2,2,2,unknown,no crate/model referenced
repeat-text,text,Repeats a string a given number of times with an optional separator between copies.,"repeat ""ha"" 20 times",S,"plain Rust→WASM loop building a string; trivial CPU, fully local",2,v2,,2.0,"Quick way to generate filler, separators, or test data without scripting.",omni-tools,npm=30;wiki=0;stack=0;github=0,1,2,2,3,unknown,no crate/model referenced
reverse-text,text,"Reverses text by characters, words, or lines.",reverse the order of these lines,S,plain Rust→WASM: reversing a sequence is a pure transform; Unicode-grapheme handling stays fully in-WASM.,2,v2,,2.0,Reversing characters/words/lines is a common quick text manipulation with consistent search demand.,cyberchef,npm=17;wiki=0;stack=0;github=1504,2,1,2,3,unknown,no crate/model referenced
search-link-generator,web,Builds a shareable 'let me search that for you' link that animates a query for the recipient.,Make an lmgtfy link for 'how to center a div'.,S,plain Rust→WASM URL encoding of the query; deterministic and offline.,2,v2,,2.0,"Reproduces lmgtfy's exact function, which is just client-side URL construction.",awesome,npm=0;wiki=0;stack=0;github=37,1,2,2,3,unknown,no crate/model referenced
sm2-encrypt,dev,"Encrypts a message with an SM2 public key, producing C1C3C2 ciphertext in hex or ASN.1 DER form.",Encrypt this message with SM2 using this public key: 04a1b2...,M,"plain Rust→WASM via RustCrypto `sm2` (+`sm3` KDF); needs one ephemeral random scalar from the host secure-random import or a user seed, otherwise pure in-sandbox compute.",2,v2,,2.0,Directly maps the harvested 'SM2 Encrypt' demand and serves the large base of developers integrating with Chinese government/banking APIs that mandate ShangMi.,cyberchef,npm=0;wiki=0;stack=0;github=32,4,1,2,1,unknown,no crate/model referenced
sm2-verify,dev,"Verifies an SM2 signature against a public key and message, handling the SM3-based ZA identity hashing.",Verify this SM2 signature against this public key and message,S,"plain Rust→WASM via RustCrypto `sm2`/`sm3`; deterministic verification with no randomness or network, runs client-side in wasmi.",2,v2,,2.0,"The natural companion to sm2-sign, letting developers check ShangMi signatures without standing up a Chinese-crypto backend.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,2,2,1,unknown,no crate/model referenced
text-int-codec,data,"Converts text to a list of integer character codes and back, with selectable base and delimiter.",convert ABC to decimal char codes,S,plain Rust→WASM — maps between UTF-8/codepoints and integers entirely in-memory.,2,v2,,2.0,"A common bridge for moving strings through systems that only accept numeric arrays, and for inspecting raw char values.",cyberchef,npm=0;wiki=0;stack=0;github=252,2,2,3,1,no,not found: UTF-8
truth-table-generator,dev,"Builds the full truth table for a boolean expression using AND, OR, NOT, XOR, and implication.",Generate the truth table for (A AND B) OR (NOT C),M,"plain Rust→WASM — a small boolean expression parser/evaluator over all input rows, deterministic and local.",2,v2,,2.0,"Truth tables are a staple of digital-logic and CS courses and a frequent search, with no convenient browser tool that takes an arbitrary expression.",cyberchef,npm=0;wiki=0;stack=0;github=561,2,2,2,2,unknown,no crate/model referenced
unicode-escape-codec,dev,Escapes characters to \uXXXX / \u{...} sequences and unescapes them back to Unicode text.,escape the unicode in 'café 你好' to \u sequences,S,plain Rust→WASM — codepoint-to-escape mapping is pure string processing.,2,v2,,2.0,"Essential for embedding non-ASCII safely in source code, JSON, and config and for reading escaped strings back.",cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,1,unknown,no crate/model referenced
unicode-normalize,text,"Normalizes text between Unicode NFC, NFD, NFKC, and NFKD forms.",normalize this text to NFC: café,M,"plain Rust→WASM — the `unicode-normalization` crate ships its tables into the wasm binary, running offline.",2,both,3,2.0,"Normalization fixes invisible duplicate-glyph and combining-mark bugs that break search, dedup, and string comparison.",cyberchef,npm=0;wiki=0;stack=0;github=237,2,2,3,1,unknown,no crate/model referenced
venn-counts,data,"Counts the size of each region (only-A, only-B, only-C, and all intersections) across two or three lists.","Across these three customer lists, how many are in all three, and how many only in list A?",S,"plain Rust→WASM — set membership tallying over hashed items, runs entirely locally.",2,v2,,2.0,"Region counts for two- and three-way overlaps are exactly what people need for audience/segment analysis and Venn diagrams, beyond simple two-set boolean ops.",cyberchef,npm=0;wiki=0;stack=0;github=4,3,2,2,1,unknown,no crate/model referenced
audio-denoise,audio,Suppress background noise and hiss from speech recordings to produce a clean voice track.,clean up the background noise in this voice memo,M,Plain Rust→WASM: nnnoiseless is a pure-Rust port of RNNoise that compiles to WASM and runs locally (RNNoise WASM is already proven in browsers).,5,v1,5,,"High-impact, frequently requested cleanup that pairs perfectly with the backlog's audio-transcribe.",,,,,,,,
auto-subtitle,video,Transcribe a video/audio's speech and output a timed SRT/VTT subtitle file.,generate subtitles for this video,M,transformers.js Whisper (ONNX/WebGPU) with word/segment timestamps → SRT.,5,v1,5,,One of the highest-demand media tasks; goes beyond text-only audio-transcribe by producing timed captions.,,,,,,,,
background-remove,image,"Remove the background from an image, leaving a transparent cutout.",Remove the background from this product photo: <image url or ref>,M,transformers-js runs RMBG-1.4 / U2Net segmentation in-browser; output PNG chains into image-resize/convert via ref.,5,v1,5,,Background removal is a hugely popular paid feature elsewhere that runs entirely client-side here.,,,,,,,,
document-qa,text,"Answer questions about an uploaded PDF or long document by chunking, embedding, retrieving relevant passages, and extracting the answer.",upload contract.pdf — what is the termination notice period?,L,"transformers-js embeddings + extractive-QA over pdf text extracted via wasm; retrieval makes it work on whole docs, not one passage.",5,v1,5,,'Chat with your PDF' is a flagship AI use case; goes beyond the existing single-passage question-answer tool with real retrieval.,,,,,,,,
heic-to-jpg,image,Convert Apple HEIC/HEIF photos to JPEG or PNG (single or batch).,Convert this iPhone .heic photo to a jpg,M,ffmpeg already decodes HEIF/HEIC and re-encodes to jpeg/png fully in-browser; no server needed.,5,v1,5,,HEIC files from iPhones are a constant real-world pain that existing image-convert (jpeg/png/webp only) doesn't cover.,,,,,,,,
mermaid-render,dev,"Render a Mermaid diagram definition (flowchart, sequence, ER, gantt) to an SVG/PNG image.",Render this mermaid flowchart to an image,L,"plain WASM — a Rust/WASM diagram renderer rasterizes the parsed Mermaid graph locally, the same browser-local pattern as the existing graphviz-render tool.",5,v1,5,,"Mermaid is hugely popular for docs and AI-generated diagrams, and there's only a DOT renderer today.",,,,,,,,
object-remove,image,"Erase an unwanted object or person from a photo by painting over it, filling the region with inpainting.",remove the person in the background of this beach photo,L,onnx-runtime: the ~51M-param LaMa model has a community ONNX build that runs 100% client-side via onnxruntime-web.,5,v1,5,,"A flagship cleanup.pictures-style feature people actively seek out, now proven feasible in-browser.",,,,,,,,
ocr,image,Extract text from an image or screenshot.,Read the text in this screenshot: <image url or ref>,L,transformers-js TrOCR or an ONNX text-detection+recognition model runs in-browser; chains from image-fetch/image-crop via ref.,5,v1,5,,OCR is a top everyday need and composes cleanly with the existing image pipeline.,,,,,,,,
password-pwned-check,web,Check whether a password appears in known breaches via the Have I Been Pwned k-anonymity range API.,Has the password 'hunter2' been leaked in any breach?,S,"Plain Rust/WASM computes SHA-1, then a single fetch sends only the 5-char hash prefix to the free no-key HIBP range endpoint; runs client-side.",5,v1,5,,"Hugely popular security check, privacy-preserving by design, and trivially browser-local with no API key.",,,,,,,,
run-javascript,dev,Execute a snippet of JavaScript/TypeScript in a sandbox and return its console output and result.,run this JS function and show what it logs,M,"QuickJS-wasm sandbox, the same client-side pattern as the planned run-python tool.",5,v1,5,,A JS playground is as essential as the Python one already on the backlog.,,,,,,,,
run-python,dev,Execute a snippet of Python code in a sandbox and return its output.,Run this Python: print(sum(range(100))),M,pyodide runs CPython on WASM fully in-browser with numpy/pandas/scipy available; nothing leaves the device.,5,v1,5,,"A general code sandbox is enormously versatile and privacy-safe, and pyodide is purpose-built for it.",,,,,,,,
sqlite-query,dev,Run SQL queries against an uploaded SQLite (.sqlite/.db) file and return result tables.,run 'SELECT * FROM users LIMIT 10' on this .db file,M,sql.js / sqlite-wasm runs the full SQLite engine in-browser.,5,v1,5,,Querying real SQLite files locally is hugely useful; sql-query only handles CSV/pasted tables.,,,,,,,,
summarize,text,Summarize a block of text or a fetched article into a short abstract.,Summarize this article: <paste text or URL>,M,transformers-js runs a small distilbart/t5 summarization model fully in-browser via ONNX; no server needed.,5,v1,5,,Summarization is the single most common LLM-adjacent utility and pairs naturally with web-fetch.,,,,,,,,
translate,text,Translate text between languages.,"Translate 'good morning, how are you?' into Japanese",M,transformers-js runs Opus-MT / NLLB translation models in-browser; weights download once and cache.,5,v1,5,,Translation is a universally requested capability that is fully offline-capable with small models.,,,,,,,,
a11y-audit,web,"Fetch a page and audit accessibility: missing alt text, form labels, heading order, ARIA issues, language, and contrast hints.",run an accessibility audit on https://example.com,M,"web-fetch loader plus plain Rust HTML analysis, client-side.",4,v1,4,,Accessibility audits are in high demand and only partially covered by seo-audit.,,,,,,,,
ab-test-calc,data,"Compute statistical significance of an A/B test from conversions (p-value, lift, confidence interval).",Is 120/2000 vs 150/2050 conversions a significant difference?,S,"Plain Rust→WASM two-proportion z-test; pure compute, browser-local.",4,v1,4,,A/B significance calculators are a marketer staple and more approachable than the generic hypothesis-test.,,,,,,,,
